book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
1096,706,706,1589081,20,713998946,9780713998950.0,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004.0,America (The Book): A Citizen's Guide to Democracy Inaction,America (The Book): A Citizen's Guide to Democracy Inaction,eng,4.02,74511,79555,1378,1072,3011,16474,31432,27566,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1145,5204,5204,420701,52,452282829,9780452282830.0,Joyce Carol Oates,1996.0,We Were the Mulvaneys,We Were the Mulvaneys,eng,3.7,77251,80906,2557,2679,7047,22287,29134,19759,https://images.gr-assets.com/books/1309282868m/5204.jpg,https://images.gr-assets.com/books/1309282868s/5204.jpg,0
1159,77163,77163,1253009,30,068484477X,9780684844770.0,Ursula Hegi,1994.0,Stones from the River,Stones from the River,en-GB,4.07,80056,81284,1790,1355,3708,15019,29243,31959,https://images.gr-assets.com/books/1366513909m/77163.jpg,https://images.gr-assets.com/books/1366513909s/77163.jpg,0
1171,28078,28078,815591,65,812968972,9780812968970.0,Sarah Dunant,2003.0,The Birth of Venus,The Birth of Venus,en-US,3.79,78129,79989,2952,1743,5465,22050,29609,21122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1204,17184,17184,1326579,941,451528522,9780451528520.0,H.G. Wells,1897.0,The Invisible Man,The Invisible Man,eng,3.62,84778,95717,3699,1620,8318,33136,34502,18141,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1268,12987977,12987977,17394448,40,312554192,9780312554190.0,Emily Giffin,2012.0,Where We Belong,Where We Belong,en-US,3.86,68224,73648,4986,974,3650,19479,29787,19758,https://images.gr-assets.com/books/1340320747m/12987977.jpg,https://images.gr-assets.com/books/1340320747s/12987977.jpg,0
1272,8600,8600,854886,38,1592402038,9781592402040.0,Lynne Truss,2003.0,"Eats, Shoots and Leaves","Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",en-US,3.86,79117,84132,4230,1519,5028,21237,32009,24339,https://images.gr-assets.com/books/1473392595m/8600.jpg,https://images.gr-assets.com/books/1473392595s/8600.jpg,0
1301,1110,1110,3204998,104,385340540,9780385340540.0,John Grisham,2005.0,The Broker,The Broker,eng,3.77,65428,69823,2266,893,4463,21542,25960,16965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1311,5191,5191,3131254,77,316601950,9780316601960.0,Anita Shreve,1998.0,The Pilot's Wife,The Pilot's Wife,eng,3.5,71777,76668,3878,1935,8327,27878,26648,11880,https://images.gr-assets.com/books/1435011220m/5191.jpg,https://images.gr-assets.com/books/1435011220s/5191.jpg,0
1316,2731276,2731276,2168242,70,61374229,9780061374230.0,David Wroblewski,2008.0,The Story of Edgar Sawtelle,The Story of Edgar Sawtelle,eng,3.6,70382,79454,12981,4187,9296,19768,27012,19191,https://images.gr-assets.com/books/1310466361m/2731276.jpg,https://images.gr-assets.com/books/1310466361s/2731276.jpg,0
1317,5171,5171,1737200,43,345439104,9780345439110.0,Christina Schwarz,2000.0,Drowning Ruth,Drowning Ruth,eng,3.73,67768,70953,2178,1081,4904,21822,27694,15452,https://images.gr-assets.com/books/1390180160m/5171.jpg,https://images.gr-assets.com/books/1390180160s/5171.jpg,0
1386,5157,5157,2349447,38,385333137,9780385333140.0,Anna Quindlen,1998.0,Black and Blue,Black and Blue,eng,3.86,67753,69673,1394,792,3688,18693,27754,18746,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1417,426775,426775,2902978,89,743290119,9780743290110.0,Lauren Weisberger,2008.0,Chasing Harry Winston,Chasing Harry Winston,eng,3.32,63342,65899,2590,3964,10309,23393,17306,10927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1429,3754026,3754026,3797890,39,316033669,9780316033660.0,Brent Weeks,2008.0,,"Beyond the Shadows (Night Angel, #3)",eng,4.29,64961,68939,1726,509,1891,9044,23347,34148,https://images.gr-assets.com/books/1327881432m/3754026.jpg,https://images.gr-assets.com/books/1327881432s/3754026.jpg,0
1430,29547,29547,1017538,85,1416543007,9781416543010.0,Lauren Weisberger,2005.0,Everyone Worth Knowing,Everyone Worth Knowing,en-US,3.39,59932,62880,1936,2679,9025,22634,17978,10564,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1434,38296,38296,2064030,1056,553213296,9780553213290.0,James Fenimore Cooper,1826.0,The Last of the Mohicans: A Narrative of 1757,The Last of the Mohicans (The Leatherstocking Tales #2),eng,3.69,67632,73912,2021,3038,6975,19690,24157,20052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1441,5084,5084,1602216,38,1400043468,9781400043460.0,"Julia Child, Alex Prud'Homme",2006.0,My Life in France,My Life in France,eng,4.16,63100,67577,6515,706,1872,10703,26938,27358,https://images.gr-assets.com/books/1395564378m/5084.jpg,https://images.gr-assets.com/books/1395564378s/5084.jpg,0
1491,6065215,6065215,6241525,104,61558230,9780061558240.0,"Guillermo del Toro, Chuck Hogan",2009.0,The Strain,"The Strain (The Strain Trilogy, #1)",en-US,3.77,58631,67806,5903,1771,5200,17428,25548,17859,https://images.gr-assets.com/books/1326225354m/6065215.jpg,https://images.gr-assets.com/books/1326225354s/6065215.jpg,0
1547,6976,6976,1408375,48,143036696,9780143036690.0,Sue Monk Kidd,2004.0,The Mermaid Chair,The Mermaid Chair,eng,3.1,62760,65696,5910,4807,13288,24684,16305,6612,https://images.gr-assets.com/books/1388259308m/6976.jpg,https://images.gr-assets.com/books/1388259308s/6976.jpg,0
1567,5205,5205,3046634,30,385720106,9780385720110.0,"Jane Hamilton, Frank  Muller, C.J. Critt",1992.0,A Map of the World,A Map of the World,en-GB,3.78,61347,62109,1394,1350,4011,17161,23967,15620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1578,32439,32439,442737,82,553582917,9780553582920.0,Dean Koontz,1987.0,Intensity,Intensity,eng,4.04,58062,61292,2323,991,2621,12745,21582,23353,https://images.gr-assets.com/books/1308458213m/32439.jpg,https://images.gr-assets.com/books/1308458213s/32439.jpg,0
1645,22285,22285,2902758,61,385517874,9780385517870.0,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255,52780,2720,1508,4622,12588,17321,16741,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1675,5187,5187,3234420,18,385265700,9780385265710.0,Jane Hamilton,1988.0,The Book of Ruth,The Book of Ruth,en-US,3.82,56842,57244,1139,1246,3447,15031,22252,15268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1677,7661,7661,2821071,92,60872985,9780060872980.0,Michael Crichton,2006.0,Next,Next,en-US,3.48,53487,56632,2686,2163,6912,19185,18044,10328,https://images.gr-assets.com/books/1358010468m/7661.jpg,https://images.gr-assets.com/books/1358010468s/7661.jpg,0
1746,13153,13153,15324,43,6498523,9780006498520.0,James Patterson,1995.0,Hide and Seek,Hide and Seek,en-US,4.1,53038,54463,455,544,1604,11044,19768,21503,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1748,14756,14756,1440388,48,743470125,9780743470120.0,Jennifer Weiner,2005.0,Goodnight Nobody,Goodnight Nobody,en-US,3.64,51748,53145,1870,1088,4432,17806,18827,10992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
1752,77262,77262,809743,34,60921145,9780060921150.0,Barbara Kingsolver,1990.0,Animal Dreams,Animal Dreams,eng,4.05,51007,53763,1983,363,1673,11103,22444,18180,https://images.gr-assets.com/books/1481663395m/77262.jpg,https://images.gr-assets.com/books/1481663395s/77262.jpg,0
1783,264,264,1434368,508,141439637,9780141439630.0,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,The Portrait of a Lady,eng,3.76,55019,59317,2105,1935,4908,15386,20335,16753,https://images.gr-assets.com/books/1502148606m/264.jpg,https://images.gr-assets.com/books/1502148606s/264.jpg,0
1790,14568987,14568987,20211722,20,1616201320,9781616201330.0,B.A. Shapiro,2012.0,The Art Forger,The Art Forger,en-US,3.69,47873,54799,5220,2380,3650,14812,21685,12272,https://images.gr-assets.com/books/1348518546m/14568987.jpg,https://images.gr-assets.com/books/1348518546s/14568987.jpg,0
1806,5174,5174,941309,63,743466527,9780743466520.0,Ann-Marie MacDonald,1996.0,Fall on Your Knees,Fall on Your Knees,eng,3.95,50446,53947,2655,1544,3316,11112,18471,19504,https://images.gr-assets.com/books/1481449709m/5174.jpg,https://images.gr-assets.com/books/1481449709s/5174.jpg,0
1819,1282954,1282954,1271984,32,60890681,9780060890680.0,Liane Moriarty,2006.0,The Last Anniversary,The Last Anniversary,eng,3.72,35325,53186,3819,657,3144,16975,22127,10283,https://images.gr-assets.com/books/1482971434m/1282954.jpg,https://images.gr-assets.com/books/1482971434s/1282954.jpg,0
1920,17333230,17333230,24064531,82,316074314,9780316074320.0,Eleanor Catton,2013.0,The Luminaries,The Luminaries,eng,3.7,40727,48822,6613,2431,4439,11400,17682,12870,https://images.gr-assets.com/books/1410524246m/17333230.jpg,https://images.gr-assets.com/books/1410524246s/17333230.jpg,0
1936,4659,4659,3359767,94,345469011,9780345469010.0,John Irving,1998.0,A Widow for One Year,A Widow for One Year,,3.74,45051,50081,2298,894,3513,14489,19858,11327,https://images.gr-assets.com/books/1375776653m/4659.jpg,https://images.gr-assets.com/books/1375776653s/4659.jpg,0
1953,54499,54499,2971402,426,140439242,9780140439240.0,"Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",1850.0,"Le Vicomte de Bragelonne, ou Dix ans plus tard","The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",eng,3.97,51856,56208,747,518,2517,13643,20941,18589,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2000,3086160,3086160,3811636,32,60393491,9780060393500.0,Wally Lamb,2007.0,The Hour I First Believed,The Hour I First Believed,en-US,3.8,46475,50586,6180,1214,4088,12596,18566,14122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2015,83674,83674,3338995,146,446364495,9780446364490.0,Robert James Waller,1992.0,The Bridges of Madison County,The Bridges of Madison County,eng,3.51,56428,61065,3458,4612,7891,15859,16846,15857,https://images.gr-assets.com/books/1344267141m/83674.jpg,https://images.gr-assets.com/books/1344267141s/83674.jpg,0
2028,13521,13521,845295,36,60747226,9780060747220.0,"Gregory Maguire, Douglas Smith",2004.0,Son of a Witch,"Son of a Witch (The Wicked Years, #2)",eng,3.45,48982,53081,3339,1945,6888,18424,16720,9104,https://images.gr-assets.com/books/1370992595m/13521.jpg,https://images.gr-assets.com/books/1370992595s/13521.jpg,0
2046,18465657,18465657,26123646,25,034554689X,9780345546890.0,Emily Giffin,2014.0,,The One & Only,eng,3.11,36795,46453,5155,5247,9038,14347,10994,6827,https://images.gr-assets.com/books/1387399626m/18465657.jpg,https://images.gr-assets.com/books/1387399626s/18465657.jpg,0
2067,15781725,15781725,21497649,22,62207393,9780062207400.0,Tara Conklin,2013.0,The House Girl,The House Girl,eng,3.75,41671,45797,4357,1309,2944,12318,18720,10506,https://images.gr-assets.com/books/1348172541m/15781725.jpg,https://images.gr-assets.com/books/1348172541s/15781725.jpg,0
2087,5190,5190,1070015,37,345435168,9780345435160.0,Elizabeth Berg,2000.0,Open House,Open House,eng,3.68,48639,49330,1417,714,3699,16410,18155,10352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2128,77156,77156,1402373,48,375705856,9780375705850.0,Kent Haruf,1999.0,Plainsong,"Plainsong (Plainsong, #1)",en-US,4.0,45331,47942,3713,594,2161,10029,19193,15965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2136,2152,2152,3498000,76,452286530,9780452286540.0,Karen Joy Fowler,2004.0,The Jane Austen Book Club,The Jane Austen Book Club,en-US,3.07,53128,56833,3866,4240,12024,21969,12944,5656,https://images.gr-assets.com/books/1309282966m/2152.jpg,https://images.gr-assets.com/books/1309282966s/2152.jpg,0
2174,2279,2279,1732395,23,671869205,9780671869200.0,David McCullough,1992.0,Truman,Truman,en-US,4.15,53088,54704,1767,1869,2168,7817,17033,25817,https://images.gr-assets.com/books/1364681969m/2279.jpg,https://images.gr-assets.com/books/1364681969s/2279.jpg,0
2188,14250,14250,161123,47,571171788,9780571171780.0,Barbara Kingsolver,1993.0,Pigs in Heaven,Pigs in Heaven,eng,3.97,43374,47478,1776,298,1587,10962,21098,13533,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2192,18943,18943,1758112,27,60987529,9780060987530.0,Gregory Maguire,1999.0,Confessions of an Ugly Stepsister,Confessions of an Ugly Stepsister,en-US,3.51,50526,52251,3334,1560,5746,18019,18101,8825,https://images.gr-assets.com/books/1338457460m/18943.jpg,https://images.gr-assets.com/books/1338457460s/18943.jpg,0
2193,4268,4268,2961919,81,3426615355,9783426615360.0,Nick Hornby,2001.0,How to Be Good,How to Be Good,,3.18,37497,44660,2616,2082,8007,18544,11883,4144,https://images.gr-assets.com/books/1327935893m/4268.jpg,https://images.gr-assets.com/books/1327935893s/4268.jpg,0
2233,61115,61115,904703,30,031242681X,9780312426810.0,Augusten Burroughs,2006.0,Possible Side Effects,Possible Side Effects,en-US,3.97,38243,39653,1351,411,1619,9269,15626,12728,https://images.gr-assets.com/books/1412064839m/61115.jpg,https://images.gr-assets.com/books/1412064839s/61115.jpg,0
2288,24687,24687,2434074,41,375758992,9780375759000.0,Alexandra Fuller,2001.0,Don't Let's Go to the Dogs Tonight: An African Childhood,Don't Let's Go to the Dogs Tonight,eng,3.96,39298,41866,2942,636,2054,9046,16862,13268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2304,46165,46165,2520849,607,684843781,9780684843780.0,F. Scott Fitzgerald,1920.0,This Side of Paradise,This Side of Paradise,eng,3.68,40074,47633,2777,1137,4298,14047,17247,10904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2362,85431,85431,857093,34,306814250,9780306814260.0,H.G. Bissinger,1988.0,"Friday Night Lights: A Town, a Team, and a Dream","Friday Night Lights: A Town, a Team, and a Dream",,4.11,35799,39185,1835,808,1603,6623,13558,16593,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2368,77398,77398,879027,34,743203631,9780743203630.0,Robert Morgan,1999.0,Gap Creek : The Story Of A Marriage (Oprah's Book Club),Gap Creek,en-US,3.71,42122,43630,1406,788,3123,13790,16083,9846,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2411,21484,21484,1936731,61,316952664,9780316952670.0,Herman Wouk,1971.0,The Winds of War,"The Winds of War (The Henry Family, #1)",en-US,4.36,41940,43439,1181,240,738,5055,14396,23010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2423,3684856,3684856,3793700,45,60590319,9780060590310.0,Christopher Moore,2009.0,Fool,Fool,en-US,3.96,41502,43889,3161,963,2575,9218,15528,15605,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2539,14839,14839,3238533,89,446611778,9780446611770.0,David Baldacci,2001.0,Last Man Standing,Last Man Standing,eng,4.03,36265,38118,708,401,1245,7983,15634,12855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2546,6614,6614,2713437,71,786887079,9780786887070.0,Candace Bushnell,2005.0,Lipstick Jungle,Lipstick Jungle,eng,3.39,35792,37339,945,2213,5372,12502,10083,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2548,180116,180116,1899199,69,671791540,9780671791540.0,"Anthony Robbins, Tony Robbins, Frederick L. Covan",1992.0,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!","Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",eng,4.1,33586,35804,831,767,1646,6524,11057,15810,https://images.gr-assets.com/books/1415677371m/180116.jpg,https://images.gr-assets.com/books/1415677371s/180116.jpg,0
2560,815716,815716,467474,57,785274316,9780785274320.0,"John C. Maxwell, Zig Ziglar",1998.0,The 21 Irrefutable Laws of Leadership,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,eng,4.12,30255,31981,765,583,1283,5630,10674,13811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2561,51019,51019,1019987,97,385491026,9780385491020.0,Margaret Atwood,1988.0,Cat's Eye,Cat's Eye,eng,3.92,42317,45091,2468,626,2206,10727,18149,13383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2572,19596,19596,24386,21,812971426,9780812971420.0,Victoria Finlay,2003.0,Color: A Natural History of the Palette,Color: A Natural History of the Palette,en-US,3.74,42256,42661,514,3370,3712,9265,10472,15842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2603,5159,5159,2606620,52,425169693,9780425169700.0,Alice Hoffman,1997.0,Here on Earth,Here on Earth,eng,3.68,38954,39937,1347,870,3080,12676,14796,8515,https://images.gr-assets.com/books/1388299278m/5159.jpg,https://images.gr-assets.com/books/1388299278s/5159.jpg,0
2610,9303,9303,1065212,50,60090375,9780060090370.0,Marian Keyes,1996.0,Lucy Sullivan is Getting Married,Lucy Sullivan Is Getting Married,en-US,3.74,38473,39904,725,974,2944,11832,13783,10371,https://images.gr-assets.com/books/1407707569m/9303.jpg,https://images.gr-assets.com/books/1407707569s/9303.jpg,0
2630,2807199,2807199,2833088,37,1400064759,9781400064760.0,Curtis Sittenfeld,2008.0,American Wife,American Wife,eng,3.72,38537,41909,5568,822,3047,11813,17742,8485,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2633,10910,10910,3349593,43,743422449,9780743422440.0,Jodi Picoult,1996.0,Mercy,Mercy,en-GB,3.57,37252,39731,2502,1329,4347,12696,13167,8192,https://images.gr-assets.com/books/1299040130m/10910.jpg,https://images.gr-assets.com/books/1299040130s/10910.jpg,0
2647,10058,10058,2618496,45,553384155,9780553384150.0,"James D. Bradley, Ron Powers",2000.0,Flags of Our Fathers,Flags of Our Fathers,,4.18,37561,39430,1365,655,1178,5988,14273,17336,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2679,227593,227593,2060095,38,385721420,9780385721420.0,Julia Glass,2002.0,Three Junes,Three Junes,eng,3.56,35677,37045,2273,1049,3687,12450,13101,6758,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2704,9758764,9758764,14648079,27,1451617720,9781451617730.0,Jennifer Weiner,2010.0,Then Came You,Then Came You,en-US,3.69,36469,38893,2729,627,2658,12689,15264,7655,https://images.gr-assets.com/books/1308787263m/9758764.jpg,https://images.gr-assets.com/books/1308787263s/9758764.jpg,0
2710,16183,16183,3459181,51,743269268,9780743269260.0,Philippa Gregory,2004.0,The Virgin's Lover,"The Virgin's Lover (The Plantagenet and Tudor Novels, #13)",en-US,3.69,40065,43438,2065,719,3480,13699,16114,9426,https://images.gr-assets.com/books/1441424964m/16183.jpg,https://images.gr-assets.com/books/1441424964s/16183.jpg,0
2757,7742,7742,10803,29,60838744,9780060838740.0,Sena Jeter Naslund,1999.0,,"Ahab's Wife, or The Star-Gazer",en-US,4.02,34603,36184,2360,1009,2003,6496,12251,14425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
2769,15994634,15994634,21763986,32,1250028647,9781250028650.0,Therese Anne Fowler,2013.0,Z: A Novel of Zelda Fitzgerald,Z: A Novel of Zelda Fitzgerald,eng,3.82,27563,36787,4020,685,2028,9256,15941,8877,https://images.gr-assets.com/books/1396815892m/15994634.jpg,https://images.gr-assets.com/books/1396815892s/15994634.jpg,0
