goodreads_book_id,tag_id,count
1990,240,83
1990,6622,71
1990,18367,63
1990,22743,60
1990,17213,56
1990,5207,50
1990,509,50
1990,236,48
1990,31859,44
1990,5751,41
1990,251,35
1990,261,31
1990,7423,29
1990,11557,28
1990,14487,28
1990,9221,26
1990,5776,24
1990,8717,23
1990,248,23
1990,10658,23
1990,10641,22
1990,30521,20
1990,22753,19
1990,272,19
1990,22034,17
1990,18045,17
1990,254,17
1990,5746,16
1990,10644,15
1990,7417,15
1990,371,14
1990,10197,13
1990,18326,13
1990,10093,13
1990,23233,13
1990,3392,12
1990,20849,11
1990,3371,11
1990,21989,11
1990,7478,11
1990,31864,11
1990,22689,10
1990,32586,9
1990,26636,9
1990,5775,9
1990,11590,8
1990,3389,8
1990,30672,8
1990,252,8
1990,30635,8
1990,21597,8
1990,20774,7
1990,18318,7
1990,12948,7
1990,14467,7
1990,10210,7
1990,10094,7
1990,1659,7
1990,7725,7
1990,31430,7
1990,15169,6
1990,14764,6
1990,11503,6
1990,3358,6
1990,15048,6
1990,30766,6
1990,13759,6
1990,23229,6
1990,375,6
1990,5090,5
1990,26138,5
1990,5444,5
1990,14552,5
1990,237,5
1990,31505,5
1990,22330,5
1990,29316,5
1990,22333,5
1990,15067,5
1990,5747,5
1990,24575,5
1990,7451,5
1990,521,5
1990,522,5
1990,518,5
1990,31869,5
1990,13760,5
1990,25150,4
1990,831,4
1990,22733,4
1990,30768,4
1990,10653,4
1990,17257,4
1990,29325,4
1990,7476,4
2152,30574,30170
2152,11743,1165
2152,6750,601
2152,8717,587
2152,5207,249
2152,26138,242
2152,4949,215
2152,8055,189
2152,16157,188
2152,22743,175
2152,5105,149
2152,8067,132
2152,1659,104
2152,11557,97
2152,3445,94
2152,12948,88
2152,18045,69
2152,1642,63
2152,20288,60
2152,6766,60
2152,22034,56
2152,22753,52
2152,6729,44
2152,9221,39
2152,3371,38
2152,21989,38
2152,18367,38
2152,5051,38
2152,3392,34
2152,615,34
2152,1416,34
2152,20774,33
2152,15169,33
2152,20849,33
2152,32686,33
2152,30521,30
2152,3389,29
2152,3448,29
2152,9484,28
2152,9886,27
2152,22689,26
2152,9477,25
2152,25630,25
2152,2277,24
2152,18326,23
2152,5481,23
2152,20547,23
2152,12600,22
2152,25438,22
2152,4985,22
2152,32708,22
2152,7457,21
2152,5090,21
2152,611,21
2152,941,21
2152,32586,21
2152,5036,21
2152,20570,20
2152,16869,20
2152,4959,19
2152,12135,19
2152,10644,18
2152,14064,18
2152,11643,18
2152,14764,17
2152,25145,17
2152,25144,17
2152,3453,17
2152,25151,16
2152,3379,16
2152,8076,16
2152,12869,16
2152,617,16
2152,23993,16
2152,31505,15
2152,9638,15
2152,4076,15
2152,26657,15
2152,603,14
2152,15048,14
2152,6131,14
2152,16161,14
2152,25152,13
2152,25150,13
2152,25147,13
2152,4968,13
2152,24990,13
2152,32724,13
2152,24989,13
2152,17213,12
2152,10197,12
2152,18318,12
2152,20279,12
2152,8346,12
2152,30766,12
2152,16156,12
2152,3452,12
2152,24999,11
2152,19524,11
2152,19699,11
2279,30574,10376
2279,8717,1204
2279,14552,299
2279,4605,299
2279,24246,227
2279,21773,190
2279,4594,182
2279,2305,181
2279,11557,159
2279,21689,144
2279,4615,62
2279,31647,53
2279,23931,50
2279,14467,48
2279,31653,41
2279,24609,41
2279,22753,38
2279,5207,37
2279,22743,37
2279,9221,37
2279,9051,37
2279,23909,35
2279,4561,32
2279,2322,32
2279,3371,31
2279,32917,31
2279,32812,29
2279,14572,29
2279,17213,28
2279,4611,28
2279,18045,25
2279,2271,24
2279,923,24
2279,24239,24
2279,3392,23
2279,3358,23
2279,32130,23
2279,24624,23
2279,24241,22
2279,4634,21
2279,31272,20
2279,19577,19
2279,24238,19
2279,2277,17
2279,31414,17
2279,14027,17
2279,3389,16
2279,21739,16
2279,4587,16
2279,14445,16
2279,31528,16
2279,24240,16
2279,7631,16
2279,14557,15
2279,31416,15
2279,24236,15
2279,30521,13
2279,31656,13
2279,30755,13
2279,19738,13
2279,17780,13
2279,32586,12
2279,1416,12
2279,24632,12
2279,20849,11
2279,30756,11
2279,32808,11
2279,14622,11
2279,4614,10
2279,14612,10
2279,20774,9
2279,24244,9
2279,14625,9
2279,22689,8
2279,3377,8
2279,4949,8
2279,3611,8
2279,4568,8
2279,23349,8
2279,4607,8
2279,30613,8
2279,20198,8
2279,19579,8
2279,15169,7
2279,14764,7
2279,10210,7
2279,3379,7
2279,18284,7
2279,3614,7
2279,19737,7
2279,4596,7
2279,32906,7
2279,21712,7
2279,30693,7
2279,15392,7
2279,14602,7
2279,13458,7
2279,24097,7
2279,5444,6
2279,30766,6
2371,30574,3162
2371,14552,238
2371,21773,183
2371,21689,160
2371,8717,154
2371,2305,110
2371,3389,49
2371,3392,41
2371,9546,41
2371,3371,38
2371,17213,33
2371,9549,29
2371,18045,26
2371,14445,24
2371,3358,23
2371,9051,23
2371,5207,22
2371,22743,22
2371,23248,22
2371,4949,20
2371,14557,20
2371,3377,19
2371,509,18
2371,31647,15
2371,21712,15
2371,3379,14
2371,2277,11
2371,1642,10
2371,14487,10
2371,9221,9
2371,20774,9
2371,25152,9
2371,10197,9
2371,2271,9
2371,14467,9
2371,21739,9
2371,14520,9
2371,21123,9
2371,32267,9
2371,22753,8
2371,18284,8
2371,26816,8
2371,14572,8
2371,1668,8
2371,27535,7
2371,30521,7
2371,32586,7
2371,25148,7
2371,30755,7
2371,22618,7
2371,31528,7
2371,14602,7
2371,21788,7
2371,19577,7
2371,14612,7
2371,21184,7
2371,9484,6
2371,14521,6
2371,14622,6
2371,31414,6
2371,14625,6
2371,4614,6
2371,11557,5
2371,20849,5
2371,31656,5
2371,11503,5
2371,24997,5
2371,24993,5
2371,831,5
2371,30693,5
2371,14585,5
2371,12955,5
2371,31103,5
2371,14452,5
2371,23686,5
2371,21510,5
2371,19579,5
2371,14480,5
2371,22854,5
2371,23249,5
2371,25151,4
2371,25150,4
2371,20279,4
2371,10210,4
2371,25149,4
2371,18051,4
2371,30756,4
2371,30766,4
2371,14601,4
2371,2339,4
2371,6524,4
2371,506,4
2371,829,4
2371,31410,4
2371,368,4
2371,16580,4
2371,21183,4
2371,12118,4
2371,12119,4
2371,31529,4
2372,30574,2217
2372,21689,343
2372,8717,225
2372,14552,188
2372,21773,123
2372,2305,87
2372,14467,38
2372,14445,38
2372,17213,34
2372,11557,32
2372,9051,31
2372,22743,26
2372,32796,23
2372,3371,22
2372,31647,18
2372,9221,17
2372,3377,17
2372,22916,17
2372,5207,16
2372,18045,16
2372,17639,16
2372,3389,15
2372,3392,14
2372,509,14
2372,31155,13
2372,30521,12
2372,32586,12
2372,14557,12
2372,3358,11
2372,19577,11
2372,22917,11
2372,923,10
2372,5951,10
2372,21739,10
2372,6520,10
2372,22753,9
2372,10197,9
2372,2271,9
2372,23931,9
2372,26816,9
2372,17780,9
2372,20774,8
2372,20849,8
2372,4605,8
2372,14572,8
2372,30693,8
2372,28189,8
2372,10638,8
2372,21152,8
2372,30236,8
2372,11743,7
2372,30755,7
2372,31528,7
2372,29434,7
2372,12950,7
2372,14612,7
2372,27556,6
2372,10093,6
2372,3379,6
2372,4949,6
2372,12452,6
2372,9477,6
2372,14601,6
2372,14622,6
2372,14631,6
2372,1691,5
2372,14487,5
2372,17217,5
2372,30756,5
2372,1416,5
2372,21712,5
2372,14585,5
2372,31414,5
2372,14625,5
2372,21209,5
2372,15169,4
2372,2277,4
2372,10210,4
2372,19524,4
2372,12954,4
2372,9484,4
2372,32099,4
2372,30766,4
2372,10245,4
2372,21374,4
2372,14520,4
2372,22816,4
2372,14571,4
2372,21803,4
2372,11061,4
2372,13053,4
2372,13192,4
2372,14556,4
2372,11978,3
2372,31557,3
2372,894,3
2372,14592,3
2372,29320,3
2372,11693,3
2372,7054,3
2872,30574,808
2872,14487,721
2872,14467,163
2872,8717,116
2872,11557,99
2872,22743,58
2872,5207,56
2872,10641,50
2872,4949,39
2872,1659,34
2872,22753,33
2872,31075,27
2872,11743,26
2872,14552,26
2872,12948,25
2872,18045,23
2872,21989,22
2872,1642,22
2872,9886,21
2872,31859,20
2872,9221,19
2872,5751,19
2872,3392,17
2872,3371,17
2872,26138,17
2872,18367,16
2872,611,16
2872,3389,14
2872,1416,14
2872,15169,13
2872,22034,13
2872,8055,13
2872,941,13
2872,22689,12
2872,17213,12
2872,18525,12
2872,509,12
2872,28927,12
2872,18326,11
2872,8067,11
2872,3377,11
2872,32686,11
2872,14539,11
2872,20774,10
2872,2277,10
2872,923,10
2872,11665,10
2872,5051,10
2872,11780,10
2872,5747,10
2872,14524,10
2872,20849,9
2872,10197,9
2872,30766,9
2872,11590,8
2872,7457,8
2872,21111,8
2872,20288,8
2872,10210,8
2872,12940,8
2872,4985,8
2872,14461,8
2872,10330,8
2872,10644,7
2872,25151,7
2872,27535,7
2872,30521,7
2872,609,7
2872,32586,7
2872,11221,7
2872,3379,7
2872,25149,7
2872,10932,7
2872,2938,7
2872,11644,7
2872,25144,7
2872,32724,7
2872,6719,7
2872,615,6
2872,25150,6
2872,31656,6
2872,18318,6
2872,25148,6
2872,5481,6
2872,6750,6
2872,617,6
2872,5776,6
2872,14523,6
2872,6720,6
2872,11497,5
2872,12600,5
2872,2313,5
2872,11643,5
2872,9484,5
2872,22944,5
2872,9147,5
2872,22643,5
2872,895,5
2872,6511,5
2872,2530,5
3476,30574,17101
3476,11743,410
3476,8717,285
3476,5207,107
3476,22456,82
3476,22449,72
3476,11557,57
3476,4949,57
3476,22743,53
3476,22451,47
3476,22465,42
3476,14487,37
3476,22753,36
3476,1659,29
3476,8055,24
3476,605,23
3476,8067,21
3476,18045,17
3476,7852,17
3476,6750,17
3476,20849,16
3476,20774,15
3476,28215,15
3476,22034,13
3476,22689,13
3476,18367,13
3476,12948,13
3476,4959,13
3476,14064,12
3476,17026,12
3476,9221,11
3476,3371,11
3476,22453,11
3476,21989,10
3476,9477,10
3476,2326,10
3476,2786,10
3476,15169,9
3476,3389,9
3476,18326,9
3476,1642,9
3476,5051,9
3476,22733,9
3476,9886,8
3476,4968,8
3476,19788,8
3476,28204,8
3476,33114,7
3476,22352,7
3476,25149,7
3476,22344,7
3476,30766,7
3476,15392,7
3476,22153,7
3476,14467,6
3476,15174,6
3476,5510,6
3476,4971,6
3476,22944,6
3476,608,6
3476,31033,6
3476,5090,5
3476,25151,5
3476,17213,5
3476,5444,5
3476,14764,5
3476,31656,5
3476,32586,5
3476,25506,5
3476,1416,5
3476,4967,5
3476,11644,5
3476,28218,5
3476,22459,5
3476,22466,5
3476,32989,4
3476,2104,4
3476,30521,4
3476,20781,4
3476,25011,4
3476,22545,4
3476,20288,4
3476,11221,4
3476,22526,4
3476,21689,4
3476,9484,4
3476,22816,4
3476,19786,4
3476,487,4
3476,30768,4
3476,5332,4
3476,25145,4
3476,2158,4
3476,22452,4
3476,5057,4
3476,11776,4
3476,5224,4
3476,20159,4
3476,9650,4
3476,31031,4
3648,30574,11584
3648,8717,567
3648,11743,519
3648,4949,74
3648,5207,60
3648,22743,56
3648,8067,51
3648,22034,48
3648,1416,41
3648,8055,40
3648,18326,40
3648,21437,35
3648,11557,33
3648,5051,28
3648,5413,27
3648,1195,26
3648,22111,25
3648,18367,24
3648,9221,23
3648,2277,23
3648,1248,21
3648,18045,20
3648,1659,20
3648,21989,19
3648,9477,19
3648,22753,17
3648,31505,16
3648,4985,16
3648,8346,16
3648,12948,15
3648,9484,15
3648,21438,15
3648,22689,14
3648,30521,14
3648,919,14
3648,32586,13
3648,1642,12
3648,12869,12
3648,15169,11
3648,3371,11
3648,30672,11
3648,3392,10
3648,12600,10
3648,18318,10
3648,22733,10
3648,8344,10
3648,14064,8
3648,14764,8
3648,20288,8
3648,14487,8
3648,11834,8
3648,1196,8
3648,20774,7
3648,20849,7
3648,17213,7
3648,31656,7
3648,19524,7
3648,5481,7
3648,9638,7
3648,28964,7
3648,12868,7
3648,25144,7
3648,32688,7
3648,1194,7
3648,25202,7
3648,5412,7
3648,24988,7
3648,25150,6
3648,7852,6
3648,5444,6
3648,20279,6
3648,941,6
3648,603,6
3648,11643,6
3648,15174,6
3648,617,6
3648,12294,6
3648,25145,6
3648,11798,6
3648,25143,6
3648,25485,6
3648,20781,5
3648,9886,5
3648,10210,5
3648,24996,5
3648,25506,5
3648,11978,5
3648,32686,5
3648,4959,5
3648,32099,5
3648,30766,5
3648,11644,5
3648,24990,5
3648,4173,5
3648,5410,5
3648,21285,5
3648,587,5
3648,27556,4
3648,24997,4
3648,21265,4
4268,11743,1140
4268,30574,511
4268,8055,159
4268,15048,137
4268,5207,130
4268,22743,127
4268,11557,118
4268,8067,111
4268,5751,110
4268,22034,81
4268,4949,74
4268,12948,64
4268,9221,60
4268,15067,60
4268,22753,57
4268,18367,55
4268,10644,53
4268,10641,43
4268,21538,42
4268,20774,41
4268,18045,41
4268,21989,40
4268,1642,39
4268,8717,37
4268,12680,34
4268,20849,31
4268,18326,31
4268,1659,30
4268,19316,25
4268,20279,24
4268,20288,21
4268,14815,21
4268,25167,20
4268,5051,19
4268,5746,19
4268,22689,18
4268,25630,18
4268,608,18
4268,3392,17
4268,11221,17
4268,1416,17
4268,11978,16
4268,31430,16
4268,26138,15
4268,31557,15
4268,5776,15
4268,22733,15
4268,3389,14
4268,609,14
4268,603,14
4268,5481,14
4268,7725,14
4268,15169,13
4268,9886,13
4268,25146,13
4268,21111,12
4268,10210,12
4268,31505,12
4268,11590,11
4268,30521,11
4268,10197,11
4268,32586,11
4268,25438,11
4268,4985,11
4268,15362,11
4268,11776,11
4268,17213,10
4268,5444,10
4268,18318,10
4268,611,10
4268,11503,10
4268,24996,10
4268,25148,10
4268,18130,10
4268,29316,10
4268,18525,10
4268,617,10
4268,11798,10
4268,26216,10
4268,25149,9
4268,12940,9
4268,4959,9
4268,26636,9
4268,6750,9
4268,30766,9
4268,5765,9
4268,5747,9
4268,25145,9
4268,5775,9
4268,5090,8
4268,25151,8
4268,27535,8
4268,14064,8
4268,25147,8
4268,15174,8
4268,18292,8
4268,22944,8
4268,14752,8
4268,605,8
4268,17551,8
4591,30574,2063
4591,26816,1245
4591,8717,1070
4591,21689,594
4591,4631,231
4591,21773,226
4591,12979,108
4591,11557,105
4591,10997,98
4591,22743,80
4591,23996,50
4591,30521,48
4591,5207,43
4591,14552,36
4591,9221,29
4591,19659,26
4591,19634,25
4591,22753,24
4591,18045,22
4591,30755,20
4591,17213,19
4591,32586,17
4591,26888,13
4591,20652,13
4591,33933,13
4591,10999,13
4591,3389,12
4591,30756,12
4591,1389,12
4591,30802,12
4591,26829,12
4591,20849,11
4591,26862,11
4591,7305,11
4591,18156,11
4591,11590,10
4591,20774,10
4591,10644,10
4591,26885,10
4591,26877,10
4591,23980,10
4591,33286,10
4591,26830,10
4591,22689,9
4591,25562,9
4591,21195,9
4591,21739,9
4591,24526,9
4591,21732,9
4591,6644,9
4591,12987,9
4591,15169,8
4591,3392,8
4591,10197,8
4591,14134,8
4591,2705,8
4591,26861,8
4591,23979,8
4591,26735,7
4591,21685,7
4591,26857,7
4591,15686,7
4591,19289,7
4591,26827,7
4591,34033,7
4591,21515,7
4591,21678,7
4591,4626,7
4591,3371,6
4591,14064,6
4591,23471,6
4591,1416,6
4591,20731,6
4591,4561,6
4591,9477,6
4591,10304,6
4591,17384,6
4591,25242,6
4591,26819,6
4591,26865,6
4591,26880,6
4591,19450,6
4591,26821,6
4591,19524,5
4591,5510,5
4591,4949,5
4591,29316,5
4591,23171,5
4591,23349,5
4591,30766,5
4591,23157,5
4591,17807,5
4591,809,5
4591,14611,5
4591,21189,5
4591,21799,5
4591,4632,5
4591,21190,5
4591,29345,5
4591,26853,5
4625,30574,851
4625,27669,611
4625,11743,532
4625,7457,444
4625,11557,240
4625,18367,140
4625,8717,120
4625,14251,87
4625,22743,84
4625,7404,83
4625,5207,79
4625,2277,63
4625,2313,62
4625,27682,62
4625,27661,40
4625,17213,37
4625,27684,36
4625,9221,35
4625,30521,34
4625,22753,31
4625,2312,31
4625,28751,29
4625,10813,29
4625,923,28
4625,18045,23
4625,18326,23
4625,7423,22
4625,20849,19
4625,27656,18
4625,2690,17
4625,24805,17
4625,10197,16
4625,18606,15
4625,10644,14
4625,31656,14
4625,12948,14
4625,18292,14
4625,15169,13
4625,26735,13
4625,1416,13
4625,31505,13
4625,27696,13
4625,22034,12
4625,32586,12
4625,7478,12
4625,7658,12
4625,30672,11
4625,20282,11
4625,30635,11
4625,22689,10
4625,18318,10
4625,22330,10
4625,27693,10
4625,2687,10
4625,5090,9
4625,10210,9
4625,27683,9
4625,28768,9
4625,2287,9
4625,1691,8
4625,2104,8
4625,20774,8
4625,5444,8
4625,14764,8
4625,1642,8
4625,2335,8
4625,31557,8
4625,20318,8
4625,7417,8
4625,27556,7
4625,1659,7
4625,30571,7
4625,11834,7
4625,7654,7
4625,7668,7
4625,7422,7
4625,30766,7
4625,22794,7
4625,11497,6
4625,22545,6
4625,14064,6
4625,14487,6
4625,10093,6
4625,10094,6
4625,21656,6
4625,11978,6
4625,9477,6
4625,23040,6
4625,32080,6
4625,6122,6
4625,21374,6
4625,27678,6
4625,11765,6
4625,11829,6
4625,25150,5
4625,21111,5
4625,21274,5
4625,21953,5
4625,31642,5
4625,19813,5
4656,30574,518
4656,11743,137
4656,8717,117
4656,16524,64
4656,22743,62
4656,8055,50
4656,5207,47
4656,9221,42
4656,18367,39
4656,8067,39
4656,22034,37
4656,11557,33
4656,2277,27
4656,15834,26
4656,21989,24
4656,20774,23
4656,22753,22
4656,12948,22
4656,18326,21
4656,4949,19
4656,18045,16
4656,10644,15
4656,3392,14
4656,9886,14
4656,20849,13
4656,2313,13
4656,18318,13
4656,1642,13
4656,1659,13
4656,3389,10
4656,22689,9
4656,26138,9
4656,14764,9
4656,31656,9
4656,26126,9
4656,11503,9
4656,1416,9
4656,15169,8
4656,3371,8
4656,17213,8
4656,10094,8
4656,15048,8
4656,25149,7
4656,31557,7
4656,22933,7
4656,11776,7
4656,2294,6
4656,3377,6
4656,20288,5
4656,2312,5
4656,609,5
4656,3379,5
4656,18292,5
4656,22944,5
4656,5051,5
4656,21374,5
4656,15392,5
4656,608,5
4656,605,5
4656,18377,5
4656,16485,5
4656,15835,5
4656,5090,4
4656,10197,4
4656,22545,4
4656,603,4
4656,10210,4
4656,25438,4
4656,24995,4
4656,4243,4
4656,9484,4
4656,5180,4
4656,22376,4
4656,617,4
4656,22733,4
4656,25146,4
4656,8069,4
4656,24517,4
4656,11500,4
4656,20302,4
4656,7457,3
4656,30521,3
4656,18640,3
4656,14064,3
4656,25147,3
4656,611,3
4656,18395,3
4656,15174,3
4656,25148,3
4656,24992,3
4656,6122,3
4656,26636,3
4656,21815,3
4656,30766,3
4656,22816,3
4656,11740,3
4656,16651,3
4656,10654,3
4656,15126,3
4656,18301,3
4659,11743,979
4659,30574,512
4659,11557,293
4659,22743,126
