user_id,book_id
3254,233
2560,4755
3695,233
3705,7826
3168,3561
3351,2288
2788,6327
3768,1272
1450,2991
2782,4134
899,7842
2105,7592
670,233
957,7826
3719,6335
3891,233
3908,1675
3915,3568
3301,4614
1857,4614
463,4057
3845,3090
3845,6566
3845,1311
2517,5097
3966,383
3628,1272
79,233
1724,2710
1724,2192
3635,1675
1070,4755
4057,233
3877,2136
3877,4870
3535,1301
2554,1441
4049,233
1818,9300
295,7592
4124,2233
892,4057
4124,233
3626,4108
3626,3387
2662,233
573,304
1512,150
3906,150
3906,9928
457,233
4226,233
3703,3634
4205,150
3910,8802
4253,383
1287,1936
4272,383
4028,2981
2485,3011
4281,1936
4205,5027
1800,1171
1800,7641
1800,1783
668,4614
3703,4614
1356,1430
3928,7923
3738,5182
637,2136
637,326
4202,150
2070,3387
2117,8457
923,3443
440,233
256,1567
1537,3966
1092,2679
4456,1204
4480,9790
3239,8084
222,5027
4491,1272
1466,9790
4474,4793
2361,150
928,3255
2662,2136
4592,3406
4592,3856
4592,2136
4592,6777
4379,1159
3661,7592
4567,1272
1424,1675
4622,4755
4604,7496
1257,4422
4294,4898
4294,233
253,3090
4687,6190
4581,2288
4693,5094
865,919
4714,383
803,8547
4765,1645
4765,7271
4639,6500
4639,233
4352,233
4709,5737
4272,2136
3872,3003
4700,5094
4700,2647
2854,304
4787,1272
4815,233
4837,383
4029,2233
4876,4057
3061,1547
4553,2028
4693,1752
3566,233
3568,233
4586,233
1609,233
1075,7923
3363,1746
4969,8763
4969,8731
4281,2288
4281,383
4586,2679
5020,233
977,3821
4974,2192
3566,1159
3752,8802
1431,2136
4789,2991
5046,3966
3620,1783
3620,3634
4582,1272
594,6777
1047,6327
5028,2136
5096,383
4606,1645
1969,9630
4415,5914
5099,6327
4435,233
5134,1204
4250,2233
5175,2679
1650,1204
5096,2362
5096,7592
5096,4005
5142,6327
5096,6895
4028,2710
4988,233
2860,7541
3692,5051
3966,233
5251,3255
1829,7496
5260,2288
5280,8439
4636,9516
5304,233
2995,2938
695,3561
5286,6296
3363,4427
5336,2028
4407,3255
263,9188
3167,2757
4421,2633
5356,233
5356,4614
3566,7496
3566,7641
3566,6675
5175,919
3697,1547
5376,6612
994,4400
4500,233
594,4755
428,2991
2267,233
3029,2710
1702,6909
5412,383
5422,3387
5422,6190
5424,1547
2232,7496
1906,3443
2837,1159
4347,9144
4357,9188
5462,233
5376,2028
2662,1783
3,8403
4371,150
1833,7735
5395,4057
3617,3387
3307,8439
3708,233
4367,4237
989,2288
5163,233
1424,5758
3401,919
5598,2028
3730,6806
5610,233
937,1171
1206,7842
4438,2174
5118,1159
1095,233
3340,6296
5628,3143
5595,150
5595,1272
5156,150
3450,1272
4545,233
4382,3468
5684,3634
5684,7586
5684,2630
5687,233
2991,7551
4080,3406
9,233
2214,1752
2373,233
5691,2028
3360,1311
2089,233
5712,2136
1650,878
4818,3891
4846,3856
5441,1430
4846,2192
4846,4427
4371,2362
4371,6612
4054,6191
1154,6191
3063,9171
5757,5097
5757,5914
5757,4898
3431,233
927,6327
5697,6299
5697,4108
2576,1806
5780,8750
2914,9888
5228,4108
5780,6096
2914,2710
5786,6096
5786,4427
5786,2991
5786,2192
4854,7842
174,3856
3450,3634
2860,4227
2373,6191
4255,3634
4691,3634
4578,3443
5082,3634
4083,3634
2637,3634
5372,150
5372,9300
5372,3634
5802,6500
1483,1317
4843,233
275,7496
5291,3634
5817,233
5831,2233
2205,2991
2205,2633
4083,1159
5850,233
504,3841
1007,2710
2432,150
952,1645
4292,1316
751,1430
2854,5263
5933,6344
5933,2028
2960,4716
1724,1748
5971,233
4273,6612
5975,1434
1361,6500
1361,1748
5096,2136
5847,7842
4637,3126
4637,7496
5906,233
5906,150
3200,2757
5985,5220
5983,4614
2803,5973
3834,7271
5665,2548
6002,1145
2044,233
1708,4057
1708,3406
6015,2192
5946,1096
4670,7641
542,8565
2223,3493
4670,233
944,233
3634,694
1236,6895
6055,7436
5706,150
978,7271
4659,3788
4110,233
4352,1547
4663,4557
79,2304
6078,2188
5567,3016
941,694
22,1645
1450,5534
6135,4057
4074,1316
668,9188
5035,1316
6151,3600
358,3255
5786,6344
318,233
5567,2192
6059,233
6174,3090
104,2028
507,4057
4591,1547
4663,3561
3422,7409
318,6327
1638,6528
5457,3561
4436,2193
5372,1417
5457,2546
5391,6220
3042,2233
2738,2679
1609,919
5326,6096
5261,1417
6261,3387
1335,233
4410,9951
4410,383
3360,3406
3360,2679
3360,7641
6157,326
5326,1311
5336,2174
5983,2192
6295,7119
6284,3715
6284,150
552,6895
1536,4057
3960,2174
5276,4081
6284,694
6284,2136
2425,2368
2425,1806
6330,694
4477,4057
5983,1417
5983,694
6170,3443
6336,1145
4154,2561
2260,7496
5712,3568
1933,6327
4869,1316
6203,3493
322,2136
2425,2128
5566,8283
5325,2288
6401,150
6401,4237
6401,2000
344,6895
6411,233
6411,383
6253,3568
3113,3090
4670,3787
3763,1316
5975,5138
2724,7842
5705,1316
6022,1171
947,1417
3752,9854
6459,5616
351,1316
3713,4898
3980,2028
6474,4427
1611,2561
6495,2192
5125,3634
6498,4870
6438,7271
4459,3322
3495,5027
1610,6190
1495,6327
5715,4265
5715,4508
5733,6777
4148,7388
2472,5766
5326,1567
5326,6566
5817,4528
6146,233
4996,6296
6270,2710
6270,4431
5238,6895
5559,1171
6443,3568
3214,2192
4670,2136
2615,3788
6562,6500
944,6664
6541,4292
6005,7496
6572,233
6542,233
6489,5030
6489,8465
4749,3568
2630,1096
4407,3322
1117,6191
5566,1748
3826,3856
2782,233
1935,7842
2162,3387
3327,150
6586,6500
6586,233
5206,6675
6592,3634
2453,5051
6614,3841
6586,1272
5191,3788
6572,8659
6642,5030
6642,8465
6544,3656
6647,383
6647,233
6650,919
6650,326
4890,2288
6657,2710
6646,1417
5889,6190
6300,1417
6665,1311
5891,2991
5891,2633
1847,1953
5328,326
5328,150
5328,233
5462,1645
1270,1316
2669,1316
3719,1752
4317,3513
6702,1316
4918,3634
6559,1645
3295,1316
3295,5766
5206,1145
5413,4146
6654,2174
6732,9910
4088,3634
6740,326
6740,7789
6740,2028
4382,4614
2968,2630
6185,2028
4918,4005
4477,4755
392,1752
6329,3788
3695,150
2023,2233
3039,5766
3695,1547
4364,1953
92,8403
6782,1316
6771,2174
6771,7738
2608,3443
1483,1547
6778,3715
3295,9854
5581,2710
5581,2028
5581,9854
5581,233
6127,233
3305,3821
3270,2304
3966,150
6294,1316
6837,3856
5841,6731
2795,2000
2586,233
6813,233
3184,7289
4990,4508
6800,4431
6800,1567
6800,4237
5891,2000
3223,1645
6878,233
6310,3966
4304,2633
4304,2991
1840,4057
3958,2679
4839,2304
6897,150
2093,7656
6905,1316
6878,3853
5266,7357
5261,2603
5261,233
4670,2028
4338,3600
6821,4992
127,383
3870,2193
5742,4992
5704,2192
6973,2192
6973,2028
6964,3966
1205,6299
6990,2193
1592,1316
3763,2000
6146,1316
6437,4005
4148,1316
6437,2188
6437,1936
6437,233
2260,5076
1567,9267
5326,304
6507,1953
5932,878
7013,5138
6006,1567
5326,5220
6239,2028
802,919
2909,2000
5983,1316
4229,4400
3626,3255
7052,4793
6187,1301
7073,2174
3966,2193
5979,5483
4009,233
7085,2028
919,2561
2321,6191
3499,1316
338,2790
2535,3255
6255,1272
7101,1645
4265,233
5733,2000
1091,6191
3986,1434
4917,8802
3896,4422
6522,233
3834,6191
7141,1645
3566,2000
3310,150
7158,233
6618,1316
4148,5094
618,233
6864,4427
3259,1441
6421,2981
6421,2862
5503,326
7185,233
2803,2561
7191,1567
7198,1204
7198,1783
6943,2000
893,383
893,4431
1823,2630
7201,3126
7201,919
7201,7586
2962,2561
3303,7339
6573,2174
2989,2710
2989,5385
5932,150
1666,2423
6864,4081
1356,2710
596,6327
4528,7842
901,150
3631,2991
6381,7436
7220,8763
7220,1748
7220,2546
7220,5355
7220,9155
7220,4005
7220,3567
7220,2610
1567,1547
7251,2561
5701,6731
6657,1316
6821,1316
1689,3568
3550,233
4146,3600
2546,2610
3964,1272
893,3634
1465,6190
7273,150
893,5343
7288,1316
4208,7742
5559,4716
6308,3443
6308,2028
3550,3003
5444,7739
5837,1441
3087,1936
565,4057
2730,3634
7309,2028
7309,383
5266,6480
1513,2790
1513,150
3967,2028
6152,2790
7359,1953
4818,7739
7379,6306
7379,6200
5638,6191
4545,5086
4839,5666
5863,8721
2608,3905
1696,6220
2425,1316
2425,150
7402,2233
7402,1748
7402,8026
7402,8264
7404,4392
7404,4130
7404,6096
1951,4508
7405,1434
818,2193
5465,1316
6379,5304
7404,5086
4308,2193
1558,2028
1558,2192
7422,4992
893,9888
7330,5558
7330,9026
6910,2000
7404,3028
2214,2233
2214,6500
6068,4081
3550,6096
4616,6951
7275,4292
994,6327
2018,1429
2018,3387
6757,9854
6592,9456
2669,2561
1598,1301
1598,1748
246,233
3670,4392
7241,3090
6007,6123
4772,150
6883,4716
6883,2015
2724,6675
4345,3853
5049,150
1387,233
6349,3853
6349,1434
1748,3979
3774,1578
6744,7656
6419,7289
7220,5030
7220,8465
7220,694
7528,1316
896,1567
1099,1491
3151,304
130,1272
4551,8283
7566,4337
7566,6566
7566,6552
6543,6123
2320,1547
356,1316
7067,2924
7579,915
7581,3600
6732,304
1929,4108
7510,2790
2328,2938
2403,4081
5114,383
7589,3634
3532,3856
3532,150
5311,7742
7585,3788
5249,5097
5258,7541
7584,3600
7606,2561
4612,150
3207,2000
6831,3255
7396,2000
5035,8547
5035,4057
7625,1783
2957,8547
6762,8547
6401,3856
730,2192
7641,6552
5236,2710
7651,2991
7651,1316
7651,6426
6276,6552
6419,2423
7658,304
7658,233
7658,2000
652,1159
677,3737
2713,8261
4823,4108
2496,4392
7095,2000
5344,7735
2608,7789
7647,694
4741,2679
2639,233
7720,2710
7724,9910
7721,3028
6089,3190
292,4614
7741,9168
7309,1311
7514,2633
7597,6895
5236,1316
1748,1316
1954,2842
6878,2423
4690,7271
4690,5563
4304,1748
960,233
7764,8763
7697,1316
3366,4614
2005,4133
6998,2192
2299,1145
7748,7742
7402,2000
4046,5616
3883,3003
7788,383
3966,4898
67,9519
7252,150
4167,3905
3510,233
7784,4898
7802,233
7802,2630
7802,1748
7802,1096
7802,7923
2796,1645
2796,915
7817,4431
2385,4771
7481,233
7804,2423
7770,3561
7832,233
5468,2028
2251,1145
7001,150
7339,915
7643,304
1736,4614
3332,2304
7788,2304
7840,2192
7860,5560
3707,3905
5656,1316
7743,4347
6418,150
670,2000
7895,3255
5493,233
5515,915
7663,304
7908,4057
7908,4347
2414,2288
7896,1677
7911,4898
3279,1316
7639,2028
7639,4992
6218,1953
7850,1783
5266,9592
2130,2423
6864,233
7897,4057
6089,4337
6089,3468
7309,2679
7309,4793
3917,9171
5715,1311
5715,5220
7935,1645
7935,4992
7935,3090
7937,2233
7937,694
7935,233
7865,383
7937,2087
7937,9516
1829,3387
7937,233
7937,2193
7937,1752
7937,2630
4529,8393
4529,6681
2416,233
7758,2028
1316,3088
6568,1417
7937,5741
5067,3088
5734,3905
1823,2128
5699,2790
291,1953
6836,1316
1591,1430
8009,5871
3293,5076
3647,3416
1400,3088
8021,2633
8021,4427
8021,8802
6309,1491
4265,7271
7473,3088
7141,6895
1242,6191
2472,2561
2472,9519
1690,3011
7829,1547
5249,4508
4521,3788
8031,2128
8051,3416
8046,8261
7062,383
5326,1316
6727,2757
7289,6612
8071,1316
8071,150
7911,6980
4425,1272
6346,5397
5825,7339
8117,4755
5888,2192
8064,1936
2257,4347
2608,4347
2608,4898
7916,1316
3385,304
3385,2000
7572,2000
7466,1645
384,1316
5140,1748
8047,3197
3966,1316
5299,3966
2860,6096
2652,2000
7288,2000
1183,1645
8164,2790
8085,9545
8085,326
7096,3841
2344,233
7240,3634
4521,1316
5584,1645
8212,4057
4849,2000
8222,2000
8222,4392
4485,2630
3467,383
2218,8261
8242,326
8250,4716
8250,6633
6089,4237
8252,2304
2339,3406
7889,2136
8143,383
2814,1806
8262,7289
6374,2174
7062,3399
8143,5051
8237,1145
4538,5796
8289,2233
2789,7572
1585,2000
8281,9760
8300,3011
8288,4898
6682,6500
8307,4130
8164,4335
8316,4431
8276,1434
6595,1645
8300,4237
2892,1491
7581,233
8040,2824
4909,2192
4909,2028
4909,4992
8333,326
8280,233
8348,5343
8348,8721
8348,7738
6749,5086
4171,233
8352,4716
4841,1491
4521,2188
4304,1311
8334,1096
960,2790
8280,6191
8332,6731
1881,6480
2945,5615
2945,150
2945,7739
7034,6191
8369,233
7904,1316
972,2824
8396,383
5728,4898
8193,2193
8193,3090
4670,6190
8388,1096
8317,2824
8406,9790
8401,1578
2920,9155
6010,3634
8426,1491
8426,915
8426,7271
8426,3561
8426,5766
8426,4392
8423,4237
8423,4081
8423,3126
8417,7735
8435,694
8441,4337
8441,1417
8441,1748
6346,8084
3457,233
5761,3090
7743,2938
817,233
8460,6612
1934,150
6237,233
8462,2991
7931,1429
7514,383
8436,2561
3079,9630
8731,1159
8138,4359
8138,3853
8138,3255
8476,8659
8479,150
8479,326
6599,6675
1376,1441
3894,4716
8423,6612
5132,5766
8490,233
5030,1806
8497,233
862,2603
4213,1316
4213,4508
8454,1434
8454,3126
8298,7735
8508,6731
5165,8547
8509,6612
5927,1316
6735,2630
8526,1547
3149,6335
3607,4755
756,233
2392,2824
5964,1316
7422,2423
4511,4057
7217,9630
8575,8465
8575,5030
8408,694
8404,2757
3915,2630
7197,9348
1321,1316
3739,6327
8589,1316
8228,7271
7991,4898
3788,1752
1609,9168
1465,3715
6126,1311
6126,3979
5192,7339
2804,233
6483,3905
6734,8435
8624,2000
2498,2000
2498,1272
3917,2630
5070,233
5070,1159
8639,5076
4789,5667
8645,6500
3726,1441
1956,1316
2093,2630
8676,5796
7572,4427
7572,304
8665,2000
8665,304
8686,6190
8693,9171
8693,383
8693,3856
8693,2679
8695,4992
4709,1316
4670,7513
2639,1316
7217,3358
8719,233
7238,2192
8685,1441
8153,2174
8153,3788
8740,5304
8740,5558
8740,4678
8740,4528
8740,6807
8740,4795
8740,7123
6421,2991
1567,1316
8748,4795
8748,7123
8748,9026
8749,9188
8748,9455
7786,1936
3668,1645
2860,5086
8745,2633
8745,4427
7278,6220
8760,2288
8745,1316
7164,3011
7164,7572
4579,9193
1705,1441
1810,1429
39,4359
5184,5076
2184,7513
4338,2128
5799,2824
5422,7463
4405,5086
8810,6220
8817,1430
8824,2192
8823,3568
4435,1441
958,6777
4780,1677
4525,4992
1567,8261
5654,2000
1238,1748
2711,1491
6262,6807
5218,7842
3372,233
4435,150
8843,2000
6276,1806
7214,2000
8240,5751
8240,9171
5702,2304
5702,6190
5702,3088
8575,1645
8865,878
8610,1441
1193,2924
8877,233
7680,1677
8076,326
5086,1547
8888,2824
6069,233
6069,1783
6069,1752
6069,3715
6069,2192
6069,4716
6069,1434
246,1491
8892,3406
3484,5563
4893,2757
4893,8435
8865,7339
8924,326
2706,6191
8924,233
8924,5667
8894,1301
8894,2174
8959,1645
8928,915
8966,304
8596,8469
4588,233
5847,2710
5847,6096
8894,3821
6587,1746
6587,1171
8023,1677
8985,233
4088,1441
4088,5051
5514,9456
8988,2824
7201,8849
4020,9399
6794,2000
6089,2630
8998,1936
8998,4130
8998,4392
7488,9188
7488,4755
7488,6777
1439,1748
7754,2633
3917,2610
7192,326
9007,4347
5741,1441
7197,3367
4243,2633
4243,4427
8688,2630
2793,2288
6029,5263
1558,304
2163,1441
3278,1316
7754,4771
585,9188
1709,233
2546,9188
7065,7842
1400,8836
7916,7789
8950,1301
9083,1936
9097,3737
6419,7119
7685,4614
4579,1311
9101,4771
4565,3905
2339,5766
7843,4392
4993,3634
5457,1441
9120,2991
4186,6220
9128,2824
9120,1316
1173,1441
9142,1316
9145,7208
7192,2128
2052,1441
7214,2423
7897,2423
9162,1441
8801,3856
8801,694
1876,2362
4709,2757
7689,4793
7284,4771
8764,2757
7422,383
5663,2000
8789,1953
8253,915
9214,6807
9214,9026
9101,383
3866,383
4479,4755
6089,3905
9232,8435
1781,3963
9234,4992
807,6528
3,233
96,2824
8448,383
2615,150
2650,1316
4929,4614
3326,5563
8772,1748
1919,6612
9282,3413
2687,1272
4582,878
1047,7842
5983,3905
5503,9928
9358,7496
9358,4870
8672,2000
6426,1145
3754,3468
8171,326
9294,5741
9294,2633
9294,4427
350,4992
6200,304
9391,5263
9410,4508
7850,4557
3431,326
3722,6190
3722,9455
6819,4898
279,8142
3035,2192
8635,4337
8144,1316
1099,4755
9088,1752
2843,2981
9438,3715
4369,2790
1439,4992
8697,150
6483,3416
5387,150
9410,2188
9410,1752
8015,1316
9489,1434
9495,9291
9495,2288
1980,5616
9526,1316
2984,3255
6047,2000
6047,304
6047,1316
5943,1441
3210,1316
3462,4992
3462,1171
8772,383
2847,3567
916,2679
585,1316
4317,4528
3360,1316
3584,5343
3584,915
2524,1316
9577,1204
9577,7026
4218,1491
9588,150
7115,4793
9584,1752
9592,2572
9592,8836
7692,8802
3121,1441
9607,2824
9542,3443
6274,3561
6274,2824
7897,1171
7897,3406
7794,7271
9632,4427
9478,1783
4016,1783
9656,3088
8281,3715
8869,3905
8437,7739
3152,6096
2425,1272
9696,4992
9696,2192
9699,233
5494,3905
9687,2136
9713,3513
6497,2790
7281,2028
9691,1783
6401,2991
6401,2633
6401,4427
7217,7271
8182,150
6248,3905
9747,2561
9745,2000
5016,2647
9531,2991
8635,2757
9758,6327
9758,4614
9758,7496
9752,233
9711,2193
9262,1429
6568,2546
6568,5355
9774,2785
9759,2630
6006,4508
2431,7026
1007,9193
2304,4992
9792,3715
9196,1936
4167,4427
3269,694
2136,1441
5286,1752
5286,2188
9835,9910
9836,1430
807,5097
7095,1316
7095,6546
7548,8264
9843,7463
9841,1434
9841,3387
7281,4992
6927,2192
8885,4108
6820,5119
9861,233
9861,2000
9861,1434
9828,233
7786,233
7786,2000
9890,7735
9892,8264
9897,1316
6734,150
368,2757
7482,1441
3806,3126
9838,233
1242,8836
9808,919
9909,3788
9526,2368
3462,1441
9258,2630
4477,1317
2859,3634
9944,233
3278,1441
7680,3656
6775,2785
6577,233
6577,4347
9962,5220
9962,4992
9962,694
9962,3891
9976,233
5312,233
5312,9300
5312,8261
838,5127
9986,2233
9991,3190
9968,4392
9968,2710
1705,1145
9973,233
9971,383
9994,1441
9937,1441
9937,4400
8254,1159
6820,7641
10019,1434
9183,1434
9183,1953
9183,4716
9183,9455
10034,326
10046,1316
10046,4793
10046,8693
10046,1145
10046,1317
10046,1806
10046,2368
10046,2000
10046,2028
10046,4992
10046,2192
715,5766
7403,2192
7403,2028
7403,4992
10056,9171
1851,1316
6423,150
7707,233
4818,2000
10070,8836
3225,5430
10072,1272
9944,3853
6497,6327
4871,2423
4462,233
4421,5465
8745,150
667,1316
7069,233
9495,4146
4421,1547
9974,6191
2774,1752
4192,3197
2878,7541
9380,9820
448,5560
9015,2192
6794,7917
7192,3724
10175,2028
10175,4992
8159,2991
8159,2633
8159,4427
3939,5355
5475,5914
8202,5127
7572,5127
10209,6612
1433,3197
10209,2790
10209,8721
2212,150
9599,7496
2687,1145
8034,3856
7761,878
7761,1441
10122,5119
10122,8836
5503,5076
2862,1145
10262,4992
4010,3724
10261,2193
3883,4992
4916,2028
4916,4992
5475,233
10291,383
8378,1441
2965,2630
5119,1783
9141,2000
10256,1806
10256,9516
7694,2174
5549,919
6144,9155
10316,233
5325,3905
6357,3724
873,3724
8015,8836
3978,2174
10390,1491
9459,4057
1483,1752
10390,3406
556,1783
949,1145
10417,4057
9923,3190
6641,6633
10431,3842
3809,7541
7657,2192
523,3600
2212,3905
1757,2633
10454,233
10454,1783
10454,6299
10454,5182
10401,4870
10299,326
7361,150
7403,3016
7403,2610
7403,2938
6683,2790
8693,2015
6153,5127
10474,9951
8264,1316
5119,1430
5119,1748
5119,4431
7697,1429
10475,150
4376,2790
10498,233
9740,1096
4365,1441
5692,5465
9292,8393
9292,6681
8939,6191
8888,2630
10529,2015
7786,1441
8893,4130
7318,150
2608,1316
9383,5355
853,7496
9538,9273
10417,3387
10417,4992
10554,8331
4482,9188
8368,3028
7816,3966
10054,233
8431,4898
10579,9292
10407,2192
10590,5051
4243,4133
2795,1645
4181,878
6634,1316
10591,5051
10621,2193
10595,4385
6811,2785
10565,3387
10565,7826
10541,2000
9500,5182
3746,7735
5939,4146
8328,3126
10642,3197
10642,4027
3423,1316
1734,6264
5494,1317
5494,1675
10031,1441
826,3905
5278,1316
9754,3787
7034,1806
10554,233
1273,5138
1626,6327
2427,2539
10692,7923
9902,3634
4580,304
10708,4359
9677,6190
9677,3088
9677,8357
7403,5355
2659,1316
10729,3011
10729,9171
10729,4557
6089,2824
10706,150
9380,4347
10353,2136
10353,1317
4979,1316
9203,2128
5009,4793
200,1441
5832,9188
9777,5563
1467,2423
10776,7070
10775,2679
3866,2423
3278,3443
10799,4337
10809,2981
3517,1316
10820,6757
10820,1430
10820,2938
10820,2087
7665,3788
3809,3255
3826,6895
531,2128
10553,4701
10428,919
7677,3634
3821,2000
664,6546
5208,8348
10336,4089
9069,9273
10858,1645
9635,1783
10857,3939
4016,3724
10889,1096
10889,7738
10889,8721
6921,1272
10224,233
4851,3567
10491,1145
8307,233
9635,3255
9112,9188
10669,8348
4739,4793
3958,150
10538,2423
3938,150
7639,2192
5949,3788
3711,2757
9962,3574
10953,3387
7677,2820
6153,8348
8862,9854
9902,3905
10978,3090
10978,1171
10226,326
4490,1441
10984,1434
10855,150
6217,4146
10992,5263
10992,2411
10988,1491
11002,6731
11007,7289
11005,7592
3894,5127
11016,7026
11015,2000
8893,233
11027,8348
5906,5051
788,4227
788,3574
788,7678
788,4400
7362,2561
433,2000
11042,2561
11042,6675
11042,2304
11027,9267
11047,9928
11057,2028
11057,4992
8797,2192
4379,3856
8617,3842
9552,1491
11080,7923
664,8348
5738,8261
9691,383
8463,2192
10757,383
11115,2233
1965,1441
1857,1806
1857,9516
9161,233
1593,4422
11131,2633
3233,2411
10215,9516
10215,1806
5402,4716
1046,8547
6402,5751
6402,7923
6402,4057
7704,9300
8214,6633
3621,3406
6930,2679
11171,233
6954,1936
4838,7496
9115,6480
9599,8469
8015,1096
7538,1783
5126,4335
3834,6546
1242,8348
670,2630
11012,2192
4583,1645
10729,9159
11212,1204
11215,2991
11215,7678
11215,4557
11215,4427
5291,4898
11224,5220
11224,4337
11224,6552
11224,694
11225,5871
2076,1316
2076,1783
1530,8465
11230,1645
5353,3788
6065,233
10581,3724
2190,233
10195,1272
8109,8348
7514,9348
5665,1491
11242,2028
11078,4057
11264,233
11275,4133
11242,2192
11282,4992
11282,3416
4546,3406
7547,2423
8788,383
8071,6546
11305,150
3517,2000
8281,1311
3279,3724
3279,6664
8839,2192
4265,8261
9536,3724
4787,4992
9999,233
9999,1159
11339,3416
8772,4557
6451,8693
6820,5941
10729,1748
2052,1316
10748,3090
10729,7678
9082,1317
524,5960
9032,233
11322,2981
4938,2028
4938,4992
8936,6296
6555,7572
11384,1783
8754,3905
1066,9860
5311,3574
11407,7289
11219,3656
3940,4992
7760,233
11414,2785
11410,233
11413,5127
6784,2423
5742,304
5742,4057
11130,2630
146,8547
4848,3387
11322,2603
11448,2423
7629,2834
11442,3387
11442,1434
7699,2991
7699,2633
7699,4427
9665,8530
11121,1677
11307,2548
11285,5960
11070,8693
11486,3568
4238,4237
5236,2938
4172,233
4172,2188
9773,233
1101,2128
11512,2991
5697,4347
11521,7496
11530,233
1420,6895
6040,2128
6451,1441
2214,150
5403,8319
11096,326
11541,3088
11558,6220
11141,3724
9161,2603
10748,233
8994,4771
4579,9273
11578,2028
11172,8860
11165,233
11606,150
11464,8435
6254,6552
9254,2192
5122,3367
4907,5220
5403,3724
11632,326
11632,2015
11632,383
11632,1145
11632,3197
11632,1806
4518,7735
9765,5127
8247,7923
11390,9951
11130,3905
7547,3561
6451,3574
4802,2192
3977,233
8107,7917
8107,2174
11496,4557
11496,3537
11496,4512
11496,3367
11496,7463
11496,2842
10054,7026
664,1783
6047,5766
6047,1441
11062,150
7600,5619
11716,6327
1513,2000
6514,3574
11736,6760
11741,9171
11741,6731
5088,9475
10636,233
11155,304
4848,6480
11754,1953
11754,3367
9765,304
11140,233
6568,233
11703,2423
7374,4146
6150,1547
11786,6612
9600,3905
2341,8348
8973,5076
2052,7641
561,2679
6305,694
4394,1417
9403,2423
7297,8802
1376,326
10031,150
5403,1316
5403,4081
11070,6500
11070,2233
4778,5076
3958,7541
3532,233
11849,9592
275,2188
5403,3574
5943,1316
3517,3561
10295,4898
11390,3574
9503,4898
10965,2710
8291,1953
960,4385
11889,2991
11676,7735
11155,326
11155,233
4330,233
10996,1953
11898,4427
10748,1441
11858,2028
4551,3574
10380,1491
9902,7842
11919,8565
5016,2824
10544,3537
11929,8195
6897,2647
9632,5465
10847,150
8095,2028
8095,2785
11947,233
11947,304
11947,326
6966,7738
11924,3197
11444,1096
1988,2000
1988,304
8910,1936
11501,1316
7201,233
5800,1204
6687,8393
7463,5127
7953,150
12004,233
12004,304
970,6895
9740,1441
8695,1936
8695,4392
8695,1441
